truncated_sentence,genre,generated_sentence,model
"The establishment , by",editorial," a vote of 14-1, of a special committee of 12 members to investigate the circumstances surrounding the death of a 22-year-old student who died after a confrontation with police in the South Bronx last month.",meta-llama/Llama-3.2-1B
another reports that a,learned," 30-year-old man from the Philippines was arrested in the Philippines and extradited to the United States to face charges of conspiring to provide material support to terrorists, including the 9/11 attacks.",meta-llama/Llama-3.2-1B
another reports that a,learned, 16 year old girl in the US is to have her testicles removed because she is transgender.,meta-llama/Llama-3.2-1B
another reports that a,learned, group of 2nd graders at the school have been suspended for posting a photo of themselves in a bikini on social media.,meta-llama/Llama-3.2-1B
The whole act,lore, of creating a brand is a creative process.,meta-llama/Llama-3.2-1B
The whole act,lore, of reading is a great source of pleasure and enjoyment.,meta-llama/Llama-3.2-1B
The whole act,lore, of the play is a kind of game.,meta-llama/Llama-3.2-1B
It was you,adventure," who said it, not me.",meta-llama/Llama-3.2-1B
It was you,adventure,", not me, who got me into this mess.",meta-llama/Llama-3.2-1B
It was you,adventure," who were the first to write a letter to the editor, expressing your concern about the recent spate of robberies and the fact that the police seem to be taking too long to apprehend the culprits.",meta-llama/Llama-3.2-1B
The girl nodded understandingly,humor,". “Yes, that’s what I was thinking. I’m glad you found that out.”
The girl looked at the clock on the wall. “Well, I better get going. I have to be at the hospital",meta-llama/Llama-3.2-1B
The girl nodded understandingly,humor,.,meta-llama/Llama-3.2-1B
The girl nodded understandingly,humor, and went back to her room.,meta-llama/Llama-3.2-1B
The King Arthur,mystery," Flour 2018 Spring Catalog is here!
It’s the catalog that has all of our favorite recipes and baking tips for 2018.",meta-llama/Llama-3.2-1B
The King Arthur,mystery," Hotel is located in the heart of the historic village of Wiltshire, within easy reach of the beautiful Wiltshire countryside and just a few minutes drive from the bustling town of Trowbridge.",meta-llama/Llama-3.2-1B
The King Arthur,mystery, Flour 50% Off Sale is back! Get 50% off select baking products.,meta-llama/Llama-3.2-1B
The dissection of,learned, the human body is a fascinating and important aspect of medical education.,meta-llama/Llama-3.2-1B
The dissection of,learned, the human heart is a unique opportunity for the study of the development of the cardiovascular system.,meta-llama/Llama-3.2-1B
The dissection of,learned," the cell nucleus is a complex process that requires the participation of multiple proteins, which are encoded by different genes.",meta-llama/Llama-3.2-1B
Pity we don't,mystery," have a forum for the ""new"" members, this is a good place to introduce yourself.",meta-llama/Llama-3.2-1B
Pity we don't,mystery," have a ""Bread"" thread.",meta-llama/Llama-3.2-1B
Pity we don't,mystery, have the same thing for the 2015-2016 season.,meta-llama/Llama-3.2-1B
the ever burning lusts,religion," of the flesh.
a life of sin and lust.
the lust of the flesh.
the lust of the eyes.
the lust of the tongue.
the pride of life.
the lust of the flesh.
the lust of the",meta-llama/Llama-3.2-1B
the ever burning lusts,religion," of the flesh
I've been reading a lot of Christian blogs lately, and I've been thinking about how much I've changed since I was a Christian.",meta-llama/Llama-3.2-1B
the ever burning lusts,religion," of the world
I was in a church yesterday and heard a sermon about the lusts of the world.",meta-llama/Llama-3.2-1B
This did not happen,editorial, in the 1950s.,meta-llama/Llama-3.2-1B
This did not happen,editorial, in the 60s or 70s.,meta-llama/Llama-3.2-1B
This did not happen,editorial," in 2020, but it will happen in 2021, and it will happen in 2022.",meta-llama/Llama-3.2-1B
"From necessity , they",editorial," were compelled to form a compact, and, after a long and laborious struggle, to establish a government which was to be a check upon the power of the king, and to be the guardian of the liberties of the people",meta-llama/Llama-3.2-1B
"From necessity , they",editorial," are now more or less in a state of independence, and, though they are not independent of the British government, they are independent of the British government in a greater degree than formerly.",meta-llama/Llama-3.2-1B
"From necessity , they",editorial," were obliged to live in a village, and were often compelled to remain there, even after they had made a settlement of their own.",meta-llama/Llama-3.2-1B
it was a,science_fiction," good one. we had a great time.
the only thing i did not like was that the people who did the work were not there to talk to us about it. they were in the back of the room.
i liked the",meta-llama/Llama-3.2-1B
it was a,science_fiction, great experience.,meta-llama/Llama-3.2-1B
it was a,science_fiction," great opportunity to get a few things done, and to see a few friends.
we took the kids to the zoo, and they had a great time. the kids loved the animals, and the zoo is always a great place to",meta-llama/Llama-3.2-1B
Although it looked like,news," the end of the world, the situation is actually not that bad.",meta-llama/Llama-3.2-1B
Although it looked like,news," the end of the world, the U.S. has managed to survive the coronavirus pandemic, and the country is slowly getting back to normal. The country has also been hit with a wave of wildfires, which has caused the death",meta-llama/Llama-3.2-1B
Although it looked like,news," a nice day yesterday, I was not able to go out because of the rain.",meta-llama/Llama-3.2-1B
We in this Department,government, are not in a position to review the book at this time.,meta-llama/Llama-3.2-1B
We in this Department,government," are not to be blamed for the fact that the last edition of the Review was not published in the middle of the year, but we have no excuse for the fact that the present number is not more complete than the last.",meta-llama/Llama-3.2-1B
We in this Department,government," are not satisfied with the present state of affairs in the country, and in particular with the present state of affairs in the country.",meta-llama/Llama-3.2-1B
It is vitally important,government, for our children to be exposed to the outdoors.,meta-llama/Llama-3.2-1B
It is vitally important,government, that you have a fully functioning heating system in your home.,meta-llama/Llama-3.2-1B
It is vitally important,government, that you are fully informed about your options for your own care.,meta-llama/Llama-3.2-1B
it was the,belles_lettres, same one as the one in the last post.,meta-llama/Llama-3.2-1B
it was the,belles_lettres," 7th of February 2016, I was on my way to the office when I noticed something on my phone.",meta-llama/Llama-3.2-1B
it was the,belles_lettres, first time in my life that I have ever had a tooth pulled.,meta-llama/Llama-3.2-1B
Throughout the nineteenth century,religion,", the British Empire and the United States of America both sought to expand their influence in the Caribbean.",meta-llama/Llama-3.2-1B
Throughout the nineteenth century,religion,", the development of the new technologies of photography, printing, and mass media was a major force in shaping the cultural landscape of the United States.",meta-llama/Llama-3.2-1B
Throughout the nineteenth century,religion,", the United States was a country that was growing and changing.",meta-llama/Llama-3.2-1B
He looked out through,fiction, the window and saw the rain coming down.,meta-llama/Llama-3.2-1B
He looked out through,fiction, the window at the mountains and the trees and the grass and the flowers and the birds and the sun and the moon and the stars and the clouds and the sky.,meta-llama/Llama-3.2-1B
He looked out through,fiction," the window, his eyes filled with tears. “It’s going to be a very long night.”
“Of course it is,” said his wife, “but we’re going to get through it together. We’ve got to",meta-llama/Llama-3.2-1B
She smiled at him,mystery,", her eyes full of love and happiness.",meta-llama/Llama-3.2-1B
She smiled at him,mystery,", but her eyes were still sad.",meta-llama/Llama-3.2-1B
She smiled at him,mystery," with a soft, sweet smile.",meta-llama/Llama-3.2-1B
"If , at any",learned," time, you have any questions, concerns or complaints about your visit to our website or the services we provide, please contact us directly by using the following contact details :
Tel: +49 (0) 30 61 ",meta-llama/Llama-3.2-1B
"If , at any",learned," time, you feel that you are not getting the support you need from us, you can ask for a refund.",meta-llama/Llama-3.2-1B
"If , at any",learned," time, you need to make a change to the content of the website or if you wish to make a complaint, please contact the webmaster.",meta-llama/Llama-3.2-1B
"I mean , however",religion,", I'm not sure I could do it.",meta-llama/Llama-3.2-1B
"I mean , however",religion,", I'm not sure that I'm even going to be able to get out of here tonight.",meta-llama/Llama-3.2-1B
"I mean , however",religion,", I don't know if it was a good idea to let myself get so emotionally attached to that little girl.",meta-llama/Llama-3.2-1B
"Enrique Jorda ,",news," University of Texas at El Paso
César E.",meta-llama/Llama-3.2-1B
"Enrique Jorda ,",news," University of Texas at Austin
Eduardo R.",meta-llama/Llama-3.2-1B
"Enrique Jorda ,",news," University of Texas at Austin
Marcelo B.",meta-llama/Llama-3.2-1B
"At times , three",government, of my friends were in the room.,meta-llama/Llama-3.2-1B
"At times , three",government," or four of us would take turns to drive the car, and the others would take turns to look out for the police.",meta-llama/Llama-3.2-1B
"At times , three",government, to four of the six players would be on the court at the same time.,meta-llama/Llama-3.2-1B
